ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;1999;MU;Catalunya                ;25;Lleida;23;Noguera                       ;2;Àger                                    ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;38;Urgell                        ;3;Agramunt                                ;;;CiU        ;Convergència i Unió                               ;1.300;55,30;0
A;1999;MU;Catalunya                ;25;Lleida;38;Urgell                        ;3;Agramunt                                ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;480;20,42;0
A;1999;MU;Catalunya                ;25;Lleida;38;Urgell                        ;3;Agramunt                                ;;;ERC        ;Esquerra Republicana de Catalunya                 ;366;15,57;0
A;1999;MU;Catalunya                ;25;Lleida;38;Urgell                        ;3;Agramunt                                ;;;PP         ;Partit Popular                                    ;153;6,51;0
A;1999;MU;Catalunya                ;25;Lleida;38;Urgell                        ;3;Agramunt                                ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;14;0,60;0
A;1999;MU;Catalunya                ;25;Lleida;38;Urgell                        ;3;Agramunt                                ;;;EUiA       ;Esquerra Unida i Alternativa                      ;9;0,38;0
A;1999;MU;Catalunya                ;25;Lleida;38;Urgell                        ;3;Agramunt                                ;;;TPR        ;Trabajadores Públicos Rebotados                   ;4;0,17;0
A;1999;MU;Catalunya                ;25;Lleida;38;Urgell                        ;3;Agramunt                                ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;3;0,13;0
A;1999;MU;Catalunya                ;25;Lleida;38;Urgell                        ;3;Agramunt                                ;;;PH         ;Partit Humanista de Catalunya                     ;2;0,09;0
A;1999;MU;Catalunya                ;25;Lleida;38;Urgell                        ;3;Agramunt                                ;;;E.CAT      ;Estat Català                                      ;1;0,04;0
A;1999;MU;Catalunya                ;25;Lleida;38;Urgell                        ;3;Agramunt                                ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;4;Alamús, els                             ;;;CiU        ;Convergència i Unió                               ;235;51,20;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;4;Alamús, els                             ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;151;32,90;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;4;Alamús, els                             ;;;ERC        ;Esquerra Republicana de Catalunya                 ;46;10,02;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;4;Alamús, els                             ;;;PP         ;Partit Popular                                    ;19;4,14;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;4;Alamús, els                             ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;3;0,65;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;4;Alamús, els                             ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;2;0,44;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;4;Alamús, els                             ;;;E.CAT      ;Estat Català                                      ;1;0,22;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;4;Alamús, els                             ;;;EUiA       ;Esquerra Unida i Alternativa                      ;1;0,22;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;4;Alamús, els                             ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;4;Alamús, els                             ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;4;Alamús, els                             ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;4;Alt Urgell                    ;5;Alàs i Cerc                             ;;;CiU        ;Convergència i Unió                               ;146;62,66;0
A;1999;MU;Catalunya                ;25;Lleida;4;Alt Urgell                    ;5;Alàs i Cerc                             ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;46;19,74;0
A;1999;MU;Catalunya                ;25;Lleida;4;Alt Urgell                    ;5;Alàs i Cerc                             ;;;ERC        ;Esquerra Republicana de Catalunya                 ;34;14,59;0
A;1999;MU;Catalunya                ;25;Lleida;4;Alt Urgell                    ;5;Alàs i Cerc                             ;;;PP         ;Partit Popular                                    ;5;2,15;0
A;1999;MU;Catalunya                ;25;Lleida;4;Alt Urgell                    ;5;Alàs i Cerc                             ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;2;0,86;0
A;1999;MU;Catalunya                ;25;Lleida;4;Alt Urgell                    ;5;Alàs i Cerc                             ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;4;Alt Urgell                    ;5;Alàs i Cerc                             ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;4;Alt Urgell                    ;5;Alàs i Cerc                             ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;4;Alt Urgell                    ;5;Alàs i Cerc                             ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;4;Alt Urgell                    ;5;Alàs i Cerc                             ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;4;Alt Urgell                    ;5;Alàs i Cerc                             ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;6;Albagés, l'                             ;;;CiU        ;Convergència i Unió                               ;142;45,66;0
A;1999;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;6;Albagés, l'                             ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;101;32,48;0
A;1999;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;6;Albagés, l'                             ;;;ERC        ;Esquerra Republicana de Catalunya                 ;33;10,61;0
A;1999;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;6;Albagés, l'                             ;;;PP         ;Partit Popular                                    ;29;9,32;0
A;1999;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;6;Albagés, l'                             ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;2;0,64;0
A;1999;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;6;Albagés, l'                             ;;;E.CAT      ;Estat Català                                      ;1;0,32;0
A;1999;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;6;Albagés, l'                             ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;6;Albagés, l'                             ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;6;Albagés, l'                             ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;6;Albagés, l'                             ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;18;Garrigues                     ;6;Albagés, l'                             ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;7;Albatàrrec                              ;;;CiU        ;Convergència i Unió                               ;338;54,08;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;7;Albatàrrec                              ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;217;34,72;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;7;Albatàrrec                              ;;;ERC        ;Esquerra Republicana de Catalunya                 ;37;5,92;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;7;Albatàrrec                              ;;;PP         ;Partit Popular                                    ;22;3,52;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;7;Albatàrrec                              ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;7;1,12;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;7;Albatàrrec                              ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;2;0,32;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;7;Albatàrrec                              ;;;PH         ;Partit Humanista de Catalunya                     ;1;0,16;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;7;Albatàrrec                              ;;;EUiA       ;Esquerra Unida i Alternativa                      ;1;0,16;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;7;Albatàrrec                              ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;7;Albatàrrec                              ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;25;Lleida;33;Segrià                        ;7;Albatàrrec                              ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
